customer_message,support_response,intent
@VerizonSupport So yall just not gon help me?,Let’s get you over to our partner’s and they will assist you.,tv_fios_content
@VerizonSupport I use a third party router.,Press and hold the blue ONT reset button for 20sedcs. This should help!,equipment_router
@VerizonSupport This is what the ONT gateway looks like https://t.co/Wrbz6FD11J,This is the ONT.,equipment_router
"@VerizonSupport Ok I will try that, thanks. Still not sure if it's an area outage though.",You can always check for any outages in your area at this link. https://t.co/38Lp0ZOodX,equipment_router
@VerizonSupport need help I got a new modem and need the ISP username and PW,Is this for DSL or Fios? What router model?,equipment_router
@VerizonSupport DSL,Please follow and DM us for assistance.,installation_availability
@VerizonSupport Okay - I have followed Verizon Support on Twitter. Now what?,This would be an issue with your TV resolution. This is not a Verizon set top box issue. https://t.co/DGvIIxXbou,internet_wifi_issue
My attempt to lead the anti-Comcast revolution on Cape Cod is in a delay as is 5 hours late for install. #notsofast,We can hunt down the tech for you. Please follow and DM us.,installation_availability
@VerizonSupport Please DM me,What is the make of your TV?,complaint_escalation
@VerizonSupport Sharp,"This could be a known issue with sharp, have you checked with sharp?",mobile_phone_issue
@VerizonSupport when will you be finally bringing Fios to upstate New York? Particularly the Rochester area.,Please sign up for updates using the link below. https://t.co/oji9Llcs37,mobile_phone_issue
@VerizonSupport No - you were the first step. Anything you would recommend I be sure to ask or tell or just send what I sent you?,"Check with Sharp, it has something to do with the resolution settings they would need to go over that with you.",complaint_escalation
I took u for granted,We miss you too. Would you ever consider coming back to us?,complaint_escalation
@VerizonSupport are you having an outage in NY? I reset everything and still no cable or internet. And your wait time is 44min!,Oh no!!! Have you checked the battery backup unit to see if the battery power light is on?,internet_wifi_issue
@VerizonSupport Yes this month has been miserable without you,We do have some pretty sweet deals right now. https://t.co/ZfJsRMFZ2P,equipment_router
@VerizonSupport Ok I’ll call you later love u,"We love you too &lt;3, let us know if you need us.",mobile_phone_issue
@VerizonSupport Yes it is https://t.co/1HnZfIshAz,There should bea blue button on one of those boxes (ONT Reboot) Press and hold that in for 30 seconds.,internet_wifi_issue
@VerizonSupport I did won’t let me send u a message,We are following you now. Please follow us then send a DM.,internet_wifi_issue
@VerizonSupport ZERO LANDLINE SERVICE FOR 3 DAYS ZIP CODE 10309! WHAZ THE PROBLEM? ETA ON RESOLUTION!?!,Let us look into it for you. Please follow and DM us the details.,installation_availability
@VerizonSupport Does it matter?,Yes it does so we can get you to the right department.,internet_wifi_issue
@VerizonSupport why tf is y'all service so slow all the sudden?,Is this for your home internet?,internet_wifi_issue
@VerizonSupport having constant issues with your internet services. Can you please tell me what is going on?,Help is here! Are your concerns in reference to your residential or mobile account with us?,internet_wifi_issue
why is your customer service so horrendous?,What did we do to make you feel this way and how can we fix things between us.,complaint_escalation
@VerizonSupport Residential,What issue are you having with your internet?,installation_availability
is trying to play me. I've been on hold for 2 hours &amp; they still have yet to solve my problem. Such shitty customer service.,We can help here! What's going on?,complaint_escalation
When you call @VerizonSupport and they proceed to mess up everything on your order and then blame you for the error.... #CustomerService,Can you give us details on what happened?,mobile_phone_issue
"@VerizonSupport have been dealing with various issues for 3 weeks. Countless hours, and we have no phone or internet.",We can help with this! Please follow and DM so we can continue.,internet_wifi_issue
.@VerizonSupport VFIOS refuses to waive $50 suspension fee for military deployed to hurricane Maria+Irma U should be ashamed of yourselves,Who did you speak with regarding this issue?,billing_charges
@VerizonSupport It’s not working. Tried resetting everything and I have had no success. It was out for all of last weekend and has been choppy this week https://t.co/jb9RnP3dAo,Press and hold the reset button in the back of the router with a paperclip for 30 seconds.,internet_wifi_issue
"Man, I HATE @VerizonSupport - bogus charges on my account and they can’t do “anything” to fix them. My bill was $60 3 years ago - $204 today",Is this for a cellular or Fios account?,billing_charges
@VerizonSupport Did that like 10 times in a row. No luck.,Do you know where your back up battery is located?,internet_wifi_issue
@VerizonSupport Fios - I am current on the phone with them now. For the past 38 minutes 🙄,"If you still need assistance after the call, please let us know. Only 1 agent can access it at a time.",mobile_phone_issue
@VerizonSupport Yes,"On your Battery Back Up Unit, press and hold the alarm silence button for 20 seconds. This should restore your service.",billing_charges
@VerizonSupport Just told her to cancel the order and I'll just take my business elsewhere. Don't have time for bad attitudes,"We want to help, please follow and DM us the details.",installation_availability
@VerizonSupport The backup battery is black and has no such button,You should see a smaller device attached to it.,equipment_router
"@VerizonSupport Wow, above my expectations this time. My man Steve went above and beyond to provide perfect customer support. Thank you @VerizonSupport",You can expect that every time Erik! We're happy Steve was able to take care of you.,complaint_escalation
I swear some of these reps will tell u anything just to get the sale/commission. I'm going to get the last laugh. Watch 😒,What is going on?,tv_fios_content
@VerizonSupport Still not seeing the button you are referring to https://t.co/pHYOl7BH2x,There should be abother box that plugs into an outlet.,internet_wifi_issue
@VerizonSupport ...he placed me on hold &amp; said yes it is. I was excited &amp; surprised to hear. I liked the # bc it was easy. Now when I'm rescheduling appt...,That is not the experience we want you to have. Did they say why it was not available?,equipment_router
@VerizonSupport I’m not seeing that box anywhere.,Can you check your outlet to ensure it has power?,billing_charges
Maybe Verizon won't take a diarrhea dump all over my internet this time,What is going on with your services Vincent?,internet_wifi_issue
@VerizonSupport It has power the green light is on the black box,"We need to remotely do this, please follow and DM us.",equipment_router
