customer_message,support_response
When you've been on hold for 1:30 to ask a simple question 😡😡@VerizonSupport #welcometoboston https://t.co/R17k2BUeID,"@412589 We can answer your question. Is this regarding your residential or cellular service?
^HSB"
"@VerizonSupport 1 Floor, only my desktop trying to load websites and its nothing to do with the desktop",@412366 Thank you. Approximately how far away is your desktop from the router? ^DDD
Verizon! Hi! I'd like functioning internet that I'm paying for and a modem you promised me a week ago @VerizonSupport. #Verizon #TheWorst,"@464451 We are sorry to see that you are having internet trouble. Please follow and DM us so we can investigate this missing modem. 
^HSB"
@VerizonSupport Are you aware that @17348 drastically changed their services? Their product is virtually useless without a subscription.,@412588 Are you having an issue with Fios or Wireless (mobile) service? We'd like to help. ^DDD
@VerizonSupport @118615 how do i activate league pass on my Verizon account?,@410365 What are you trying to watch NBA League Pass on? ^DDD
"@119000 @118448 We're seriously considering switching to @115725 bc Optimum's response has been abysmal, especially after what my family went through.",@412716 We'd love to have you with Fios. Check our availability in your area at https://t.co/UmXSL1iu65  ^JRA
@412719 @VerizonSupport  https://t.co/sPpX4gwxbr,@412718 We want to provide the correct support. Do you need assistance with your Mobile or Residential services? ^JRA
@VerizonSupport both internet and tv are out. Can you help me out? Just wanna watch the World Series.,"@412717 Oh no, what do you get when tuning to the game? Does it happen on all TVs? ^JRA"
"@VerizonSupport Just a blank screen. Seems like I’m getting no service to the house, both tv and internet.","@412717 We would like to reboot the network terminal. Do you know where the battery backup unit is at in the home?
^HSB https://t.co/sGr8j3Nwdx"
@115725 customer service and problem solution is absolutely terrible. 🗑,"@412828 Oh No! We do not like to see this. Are you having trouble with your residential or cellular service?
^HSB"
@VerizonSupport Very displeased with customer service paid bill last Thursday service hasnt returned very poor customer service!! tech support wasnt better👎,"@412015 Understood, with services being interrupted was the amount paid for the required amount and the due date? Is there also a balance? ^JRA"
@VerizonSupport Strange tht a tech needs to come to property to troubleshoot an upload issue. ONT can't be accessed &amp; reviewed remotely? https://t.co/xUBOsp5Geu,"@411349 The technician will need to check your ONT.
^NHP"
@VerizonSupport Turns out the cord jiggled loose. All good now thanks.,"@412717 Glad it was an easy fix! Enjoy the game and if you ever need us we are here 24/7 and just a tweet away. 
^HSB"
Can @50687 and @115725 work out their problems? I have to hear about it every time I call. Just give my grandma her shows back.,"@412940 We know that this is frustrating. Please stay updated on this situation at https://t.co/36xk08c25k . 
^HSB"
@115722 on hold for support over 31 min. because of internet connectivity. I’m so close 2 canceling because of this issue,"@412939 Oh no, we never want to hear this and want to assist. Is the trouble impacting both wired and wireless devices? ^JRA"
My internet is down and has been down almost 2 days. Your customer support has is not working. I need assistance @VerizonSupport,"@412937 Hello Akbar, Please follow and DM us so we can access your account.
^NHP"
Can't report outage @10309 on hold over 20 min area code 20601 #fail #customerservicefail,"@412938 Hello Tammy, You can check the status of outages in your area using the link below. ^NHP
https://t.co/Qn5HG24VDT"
@VerizonSupport Paid in full!!,"@412015 Thank you, with your account paid in full with no outstandng balance follow us and send a DM so we may investigate further.  ^JRA"
@VerizonSupport Not cellular service but rather your billing department.,"@412828 Hello Tyler, We can assist you with your Fios billing. Please send us a DM to get started.
^NHP"
@VerizonSupport Fios,"@410261 We can help here! Please follow and DM us the details so that we can assist. 
^HSB"
"@VerizonSupport I wish things were different, friend. #😢",@410260 As do we. We wish you the best on your move.  ^JRA
@VerizonSupport Fios is down. Router is showing red globe. Help.,"@410259 Oh no, are all your Fios services impacted or is it just the internet? ^JRA"
@VerizonSupport Thanks for cutting it off and not reaching a deal before @225694 playoffs.,"@410257 We're working on a resolution Christopher. We apologize for any inconvenience.
^NHP"
@115722 Day three. Still waiting. Signed up for channel lineup and don’t have access to most of the channels.,"@410367 Oh no, we are here to assist. What error are you getting for the channels and is it on all your TVs? ^JRA"
@VerizonSupport That tweet was a few hours ago. Everything is up and running again.,"@410259 That is great to hear as we just got the Tweet, thank you for letting us know. ^JRA"
"@115722 Customer service says I’m mistaken, yet I’m reading directly from Fios channel lineup booklet.","@410367 Jeremy, Did the agent verify your current package to see if it was included?
^NHP"
"@410256 @VerizonSupport That's madness. I could see a week, but that's about all I'd give it.","@410255 We'd be glad to assist. Is this for your Verizon FIOS services? 
^BAB"
@VerizonSupport Says it’s currently unavailable. But customer service says we don’t get that channel evn though it says we do in the lineup.,"@410367 Currently unavailable should not show if it is not in the package. Were you provided with a different channel line up? 
^BAB"
@VerizonSupport Tried to auto fix and got this... https://t.co/PFALyuX1fR,"@410366 Are you able to schedule a recording? Can you access previous recordings? 
^BAB"
@VerizonSupport My phone,"@410365 Have you already subscribed to the league pass?  
^HSB"
"@VerizonSupport Already told ^JRA, yes I can do both","@410366 Is the MRDVR currently working on all boxes? 
^BAB"
@VerizonSupport Is it not free on plan L or larger?,"@410365 Good question. In order to confirm we'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. 
^HSB"
@VerizonSupport I only have the one box,@410366 Thank you. In the event there were some errors do you happen to have a backup of your schedule from the DVR on our cloud? ^JRA
@VerizonSupport A lot of my DVR'd shows have been experiencing pixel-ish lags where the audio &amp; video skip for a few seconds. Box going bad?,"@211082 Hello John, Disconnect the coax from the back of the box where it says FIOS TV IN, and then reconnect. Let us know if that helps. ^NHP"
@119340 @413006 Get a weird Verizon page when I click on the link.,"@413005 Is there anything we may do to assist? 
^BAB"
"@VerizonSupport Will do. Might take a few days to watch more DVR'd stuff to see if it fixes it, but I'll let you know if it doesn't","@211082 Certainly! We are always here to assist.
^BAB"
@VerizonSupport This is what I get https://t.co/qUrOeGEnMf,"@413005 We are unable to reach that link as well. Have you ever been able to reach that website?
^HSB"
"@VerizonSupport I didn't do anything yet and it looks like they've returned. 

Can you explain what happened and how to prevent it happening again? (1/2)",@410366 Let's work on this further. Please follow and DM us at your convenience. ^DDD
@VerizonSupport I need help,@413187 We want to provide the correct support. Is this regarding your Mobile or Residential services? ^JRA
@115725 when will we have Univision again?,"@413186 At this time there are no updates. Please visit https://t.co/36xk08c25k for additional details. 
^BAB"
@VerizonSupport That’s helpful https://t.co/gScnrzvh1f,"@413186 Apologies, please refer to this link for the latest information: https://t.co/QdGuhZcgp2 ^DDD"
@VerizonSupport I’m so sick of thisssssss nothing loads. It’ll keep loading and loading and nothing comes up. It’s been like this for weeks https://t.co/1zJZHgIZFY,@413246 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD
"@225694 @6699 Yep, @115725 has cut @117310 channels, so no playoff soccer tonight or tomorrow","@570752 We do apologize for any inconvenience. Please copy and paste the link below into your browser for updates.

https://t.co/YUQPybtoxK

^BAB"
@115725 FIX YOUR SHIT PLEASE HOLY FUCK,"@413245 We'd be glad to assist. Is this for your Verizon wireless service? 
^BAB"
@115725 I hope they're not screw balling me right now because they told me to hang up and they'll call me back after this reboot.,"@413470 If for some odd reason you are not contacted back we will be glad to help resolve your internet trouble. We will be right here. 
^HSB"
